V1,V2,V3,V4,V5,V6,V7,V8,Class
34,34,65,40,50,0,32,16,1
43,22,79,79,50,0,22,0,1
35,21,100,80,50,0,13,1,1
35,21,100,80,50,0,13,1,1
56,35,47,41,50,0,50,22,1
56,35,47,35,50,0,52,22,1
54,44,55,48,50,0,47,22,1
35,39,56,20,50,0,49,41,1
48,46,58,16,50,0,45,22,1
48,55,48,10,50,0,55,22,1
66,60,52,19,50,0,69,22,1
69,54,55,23,50,0,73,22,1
73,60,47,20,50,0,72,22,1
78,82,56,21,50,0,69,22,1
42,49,49,36,50,0,57,26,9
44,62,53,27,50,0,49,22,10
56,61,52,19,50,0,52,32,10
47,56,46,50,50,0,51,22,9
46,33,45,22,50,0,41,37,1
52,43,61,22,50,0,45,22,1
52,43,61,22,50,0,45,22,1
32,44,54,21,50,0,40,19,1
32,44,54,21,50,0,40,19,1
48,41,52,33,50,0,51,26,1
46,39,54,22,50,0,48,25,1
46,39,54,22,50,0,48,25,1
42,50,64,13,50,0,49,22,1
46,54,59,41,50,0,53,21,1
46,54,59,41,50,0,53,21,1
39,65,57,19,50,0,44,25,1
39,65,57,19,50,0,43,25,1
38,50,52,44,50,0,54,11,1
38,50,52,44,50,0,54,11,1
51,52,58,17,50,0,47,28,1
57,48,54,22,50,0,50,11,1
50,50,62,23,50,0,35,11,1
41,49,65,28,50,0,59,57,1
53,57,60,36,50,0,50,22,1
53,57,60,36,50,0,50,22,1
37,30,62,43,50,0,44,39,1
37,30,62,43,50,0,44,39,1
60,57,52,14,50,0,46,48,10
42,38,52,29,50,0,42,22,10
41,46,58,8,50,0,51,28,10
49,40,58,23,50,0,47,27,1
37,37,51,38,50,0,44,22,1
57,50,40,8,50,0,47,22,8
51,40,50,28,50,0,48,27,1
34,25,55,28,50,0,51,49,1
77,86,44,27,50,0,48,22,6
59,54,53,14,50,0,48,22,1
50,48,48,23,50,0,53,68,1
39,100,38,41,50,0,50,27,9
56,42,52,14,50,0,51,22,1
39,46,33,18,50,0,53,22,8
52,54,47,49,50,0,54,22,9
46,49,55,18,50,0,56,22,10
56,65,49,56,50,0,49,22,9
53,51,55,57,50,0,46,22,9
54,64,40,56,50,0,51,22,9
47,58,47,52,50,0,54,22,9
46,42,51,16,50,0,56,22,1
60,51,49,18,50,0,53,38,1
85,66,49,18,50,0,51,22,6
55,52,44,20,50,0,56,22,7
49,38,56,9,50,0,46,22,1
38,40,53,12,50,0,55,22,1
55,55,52,13,50,0,53,25,1
46,44,58,17,50,0,55,22,1
34,46,52,19,50,0,53,26,1
58,56,46,14,50,0,51,22,1
46,47,44,18,100,0,46,22,7
44,71,50,21,50,0,54,27,1
56,49,32,22,50,0,50,22,7
41,49,47,9,50,0,49,22,1
44,51,53,30,50,0,53,22,1
54,51,56,15,50,0,54,31,1
51,51,32,27,50,0,54,22,8
46,38,51,20,50,0,51,22,1
55,72,35,26,50,0,49,22,8
54,44,35,19,50,0,51,27,8
65,66,37,12,50,0,52,27,8
41,40,56,17,50,0,56,22,1
39,71,38,14,50,0,50,22,7
37,42,46,15,50,0,51,31,7
59,55,57,18,50,0,51,22,1
48,51,50,24,50,0,54,38,1
39,30,63,20,50,0,43,47,1
47,52,54,25,50,0,54,29,9
77,82,40,36,50,0,38,22,6
52,55,39,9,100,0,55,25,8
42,28,33,23,50,0,39,26,8
47,37,46,28,50,0,52,99,10
48,50,47,29,50,0,46,27,10
30,33,55,12,50,0,53,38,1
49,49,52,18,50,0,51,25,10
54,59,57,34,50,0,49,22,10
70,78,53,24,50,0,48,22,3
85,69,34,31,50,0,57,30,6
56,59,45,15,50,0,54,22,9
47,56,53,44,50,0,53,22,9
53,49,47,21,50,0,53,22,1
70,57,34,19,50,0,53,27,7
42,43,67,70,50,0,42,25,1
47,44,53,18,50,0,47,29,10
40,49,53,23,50,0,44,26,10
45,65,51,17,50,0,49,22,10
42,42,55,31,50,0,43,22,10
45,41,53,49,50,0,49,31,10
42,28,49,22,50,0,55,34,10
47,50,47,22,50,0,53,45,10
33,42,55,23,50,0,52,43,10
56,55,57,15,50,0,54,25,1
37,47,49,12,50,0,47,31,10
32,60,48,13,50,0,53,22,10
38,42,31,35,50,0,52,22,8
46,56,56,25,50,0,43,22,10
47,55,57,17,50,0,52,66,10
37,55,52,13,50,0,42,80,1
46,48,38,22,50,0,39,45,8
80,69,53,33,50,0,51,22,7
52,65,36,37,50,0,52,34,8
19,16,68,36,50,0,49,21,10
64,31,53,15,50,0,53,31,1
40,43,36,33,50,0,51,22,8
47,56,51,20,50,0,52,59,10
40,75,44,12,50,0,49,22,10
48,55,58,18,50,0,38,69,10
57,51,34,13,50,0,53,27,9
23,37,32,13,50,0,53,22,9
54,50,51,26,50,0,52,22,1
60,64,56,36,50,0,46,27,1
27,41,24,20,50,0,49,22,8
25,35,22,18,50,0,46,22,8
39,45,51,29,50,0,54,22,1
33,47,55,24,50,0,45,67,10
37,40,38,18,50,0,51,22,8
43,47,47,18,50,0,47,22,1
66,43,57,60,50,0,19,33,10
55,40,62,22,50,0,37,28,10
33,46,60,18,50,0,51,26,10
51,50,54,11,50,0,60,22,10
54,60,57,17,50,0,44,22,10
45,57,38,28,50,0,53,31,8
55,57,51,7,50,0,55,22,1
54,47,58,40,50,0,46,27,9
36,32,55,27,50,0,47,43,10
46,41,45,23,50,0,48,22,10
40,39,60,23,50,0,52,31,10
52,47,58,18,50,0,34,11,1
52,47,58,18,50,0,34,11,1
50,45,51,19,50,0,53,25,1
57,55,51,18,50,0,51,43,10
44,43,46,28,50,0,45,29,10
46,50,50,28,50,0,50,37,10
66,65,54,40,50,0,51,22,5
77,73,49,46,50,0,38,22,5
38,58,46,21,50,0,52,22,10
32,68,51,16,50,83,55,22,2
27,46,52,17,50,0,49,44,10
52,45,45,13,50,0,48,22,10
37,29,45,15,50,0,49,22,10
37,48,67,37,50,0,56,62,10
44,59,54,18,50,0,49,22,10
48,65,36,24,50,0,54,31,10
59,49,45,22,50,0,45,31,10
73,52,59,25,50,0,51,22,10
50,43,50,17,50,0,46,47,10
23,13,51,16,50,0,53,51,10
49,60,54,35,50,0,53,46,10
52,31,56,16,50,0,55,22,10
49,48,51,21,50,0,53,22,10
49,60,42,18,50,0,58,28,10
60,62,54,11,50,0,51,22,10
55,47,53,20,50,0,40,22,10
47,32,51,24,50,0,54,27,10
53,25,59,27,50,0,45,26,10
31,50,54,32,50,0,53,31,10
25,33,48,18,50,0,42,33,10
55,46,47,15,50,0,47,22,8
61,50,61,21,50,0,55,54,1
50,52,51,22,50,0,46,37,1
62,33,49,24,50,0,51,42,1
56,52,46,17,50,0,49,73,1
52,56,55,16,50,0,53,39,1
53,48,51,18,50,0,52,27,1
51,48,51,19,50,0,51,27,1
51,48,51,26,50,0,51,27,1
53,48,51,18,50,0,51,27,1
60,46,51,10,50,0,48,31,1
60,46,51,10,50,0,48,31,1
44,39,63,11,50,0,49,26,10
51,50,49,45,50,0,48,22,9
45,45,51,30,50,0,48,44,1
38,42,47,12,50,0,47,53,10
19,66,60,14,50,0,20,25,10
41,42,23,16,50,0,40,22,8
25,42,21,14,50,0,41,22,8
70,58,53,39,50,0,59,22,5
49,31,43,24,50,0,54,22,8
46,41,43,18,50,0,54,22,8
83,81,45,38,50,0,40,26,5
38,51,56,21,50,0,48,31,10
32,36,28,38,50,0,50,40,8
40,65,38,17,50,0,57,22,8
36,37,63,25,50,0,30,22,1
49,55,41,19,50,0,48,31,8
30,45,55,19,50,0,53,40,1
88,72,32,30,50,0,52,33,6
44,40,53,19,50,0,48,27,1
45,57,52,21,50,0,54,38,10
46,61,38,35,50,0,49,22,8
55,41,67,61,50,0,49,14,9
28,18,72,26,50,0,49,25,9
66,65,53,17,50,0,47,66,10
36,50,39,23,50,0,50,22,8
48,54,56,29,50,0,51,43,10
33,37,49,22,50,0,55,22,1
58,43,32,11,50,0,49,22,3
58,64,42,30,50,0,54,22,10
74,82,46,24,50,0,50,31,5
74,82,46,24,50,0,48,22,5
75,76,58,22,50,0,49,22,5
58,37,58,16,50,0,51,22,10
39,39,65,16,50,0,45,22,1
51,59,55,21,50,0,52,22,1
41,35,60,22,50,0,56,79,1
43,28,41,32,50,0,52,22,8
41,49,55,13,50,0,55,22,1
23,29,46,0,50,0,43,31,1
25,48,45,32,50,0,40,22,1
38,34,55,44,50,0,48,26,1
61,54,54,38,50,0,54,29,9
48,17,37,33,50,0,44,36,10
47,47,50,19,50,0,51,26,10
55,38,52,16,50,0,49,64,10
41,39,61,17,50,0,50,61,10
41,56,53,16,50,0,55,26,10
78,73,27,28,50,0,56,22,6
31,51,38,18,50,0,46,31,8
63,64,49,20,50,0,52,25,1
31,40,31,17,50,0,52,22,8
44,65,49,16,50,0,48,31,10
48,44,46,37,50,0,46,36,1
50,49,46,22,50,0,53,25,1
62,42,47,16,50,0,52,22,1
50,45,52,18,50,0,52,22,1
59,51,47,21,50,0,47,22,1
39,47,49,20,50,0,53,26,1
49,48,52,24,50,0,50,22,1
59,48,49,42,50,0,52,22,1
57,35,50,43,50,0,53,22,1
61,52,50,44,50,0,53,22,1
49,51,52,13,50,0,51,33,10
45,40,56,15,50,0,52,22,10
63,43,48,11,50,0,51,22,1
63,43,48,11,50,0,51,22,1
52,45,53,34,50,0,52,44,1
54,48,55,33,50,0,55,40,1
55,79,45,25,50,0,51,22,10
58,51,63,20,50,0,50,42,10
63,58,57,10,50,0,52,33,10
54,67,56,15,50,0,57,33,10
41,59,65,14,50,0,49,33,10
47,38,50,15,50,0,49,47,10
33,17,52,13,50,0,51,75,10
42,50,59,17,50,0,51,22,1
54,55,55,40,50,0,53,22,1
31,31,57,15,50,0,50,22,1
38,42,50,19,50,0,44,22,1
33,36,62,26,50,0,55,22,1
38,42,50,19,50,0,44,22,1
47,56,58,19,50,0,44,64,1
32,32,52,18,50,0,48,34,1
28,27,50,14,50,0,50,28,1
41,46,57,25,50,0,57,38,1
44,54,51,16,50,0,58,22,1
44,55,51,16,50,0,60,22,1
77,70,44,29,50,0,56,22,6
40,56,53,15,50,0,49,22,1
79,79,42,26,50,0,60,22,6
80,83,43,24,50,0,54,22,6
58,55,51,13,50,0,52,22,1
55,69,51,12,50,0,51,22,1
47,46,53,12,50,0,51,25,10
57,29,63,22,50,0,49,27,10
52,49,59,21,50,0,47,22,10
41,42,53,17,50,0,48,58,10
45,36,50,19,50,0,53,70,10
53,51,54,21,50,0,45,22,10
49,50,42,43,50,0,50,36,3
44,49,49,27,50,0,52,22,1
25,26,53,17,50,0,45,22,1
49,46,54,18,50,0,35,22,1
42,37,54,17,50,0,51,22,1
42,45,75,21,50,0,48,22,1
39,45,75,17,50,0,51,22,1
63,54,53,27,50,0,49,22,1
54,43,48,27,50,0,44,41,1
40,44,50,13,50,0,52,39,1
55,39,39,47,50,0,50,83,8
59,48,41,53,50,0,48,56,8
49,38,49,15,50,0,53,25,10
53,45,52,29,50,0,55,38,9
62,60,54,22,50,0,54,27,1
33,46,53,12,50,0,50,27,1
57,36,51,25,50,0,54,25,1
45,76,51,25,50,0,59,22,1
48,44,51,24,50,0,49,22,1
59,64,44,26,50,0,50,22,1
79,56,53,19,50,0,47,35,1
50,50,48,34,50,0,52,27,10
79,62,35,35,50,0,60,28,7
52,50,60,20,50,0,52,22,1
59,46,57,17,50,0,52,22,1
53,42,53,19,50,0,47,22,1
59,46,55,17,50,0,52,25,1
61,73,50,58,50,0,50,22,9
50,43,56,17,50,0,35,22,10
36,52,61,33,50,0,52,37,10
66,54,53,17,50,0,54,22,1
52,51,48,12,50,0,54,31,1
56,46,51,25,50,0,54,22,1
47,46,49,27,50,0,59,22,1
50,46,49,27,50,0,60,22,1
43,48,36,26,50,0,52,22,8
50,44,57,28,50,0,57,22,1
46,47,62,30,50,0,38,22,1
59,70,46,19,50,0,54,44,1
19,41,55,13,50,0,52,25,1
27,43,50,13,50,0,54,31,1
42,46,44,17,50,0,51,42,1
49,36,47,28,50,0,56,54,10
42,51,33,16,50,0,54,22,8
34,42,48,19,50,0,46,31,10
60,57,63,22,50,0,50,49,10
53,44,54,52,50,0,49,38,10
48,39,56,23,50,0,60,22,1
56,49,47,13,50,0,52,22,10
47,59,56,9,50,0,50,22,1
40,28,58,44,50,0,41,22,1
54,35,55,19,50,0,30,22,1
50,47,45,14,50,0,53,32,8
55,49,60,18,50,0,51,22,10
55,44,50,9,50,0,55,22,3
66,37,60,25,50,0,69,22,9
51,49,48,55,50,0,52,58,1
36,51,51,17,50,0,52,22,3
68,68,35,16,50,0,62,22,3
44,35,55,14,50,0,52,22,3
73,59,35,15,50,0,54,22,3
60,37,52,15,50,0,55,26,3
64,61,56,15,50,0,54,22,3
48,58,58,12,50,0,49,22,3
65,58,53,21,50,0,51,22,3
48,49,49,26,50,0,39,27,3
57,54,32,15,50,0,52,25,3
40,36,32,16,50,0,51,27,3
50,55,52,16,50,0,51,31,1
65,63,47,22,50,0,52,27,1
41,48,51,20,50,0,51,22,1
25,40,54,16,50,0,43,22,1
63,56,52,21,50,0,50,22,1
56,68,42,36,50,0,49,22,1
57,47,48,17,50,0,52,26,3
46,52,51,13,50,0,47,22,1
50,40,57,17,50,0,59,22,1
78,71,35,25,50,0,49,22,6
64,56,52,17,50,0,54,47,10
100,80,29,36,50,0,52,22,6
51,39,56,55,50,0,46,64,9
69,66,36,9,50,0,56,22,6
40,45,45,15,50,0,53,48,10
49,53,36,15,50,0,52,27,8
39,63,41,27,50,0,49,22,8
45,51,43,22,50,0,57,22,10
77,78,27,37,50,0,49,22,6
88,75,41,36,50,0,43,22,7
49,49,40,20,50,0,48,26,8
57,53,60,28,50,0,52,45,10
53,52,49,27,50,0,51,22,1
50,47,56,31,50,0,56,26,1
71,79,41,38,50,0,54,22,6
33,49,46,22,50,0,53,33,8
47,41,46,18,50,0,53,22,8
45,39,46,29,50,0,42,22,9
59,56,50,48,50,0,46,22,9
32,30,57,38,50,0,50,25,10
26,30,37,15,50,0,53,25,8
28,41,46,18,50,0,47,39,10
45,50,43,16,50,0,52,28,8
24,25,57,28,50,0,51,11,1
46,61,55,29,50,0,49,22,9
54,44,38,22,50,0,54,30,8
22,53,36,22,50,0,54,31,8
25,41,47,14,50,0,56,68,10
43,41,37,18,50,0,54,31,8
40,44,47,25,50,0,54,56,10
46,59,38,12,50,0,50,22,8
80,82,40,31,50,0,57,25,6
29,39,46,36,50,0,51,22,10
40,40,43,19,50,83,48,22,2
57,52,46,20,50,83,52,41,2
43,60,40,12,50,0,49,29,8
56,71,47,21,50,0,52,22,9
65,62,26,33,50,0,55,22,8
77,70,37,12,50,0,49,26,6
47,61,32,27,50,0,50,30,8
71,51,49,23,50,0,30,32,7
59,48,49,49,50,0,36,32,1
58,63,52,70,50,0,46,22,9
30,68,41,17,50,0,51,22,8
74,73,32,20,50,0,55,22,6
55,35,36,29,50,0,51,22,8
35,32,31,16,50,0,56,22,8
67,61,39,24,50,0,51,22,8
69,57,39,19,50,0,48,39,7
47,41,53,27,50,0,47,25,9
39,56,34,18,50,0,49,22,8
51,38,42,21,50,0,46,34,8
32,45,39,14,50,0,45,22,8
75,73,35,33,50,0,49,28,6
54,54,56,18,50,0,46,29,10
71,64,42,28,50,0,43,22,5
28,48,36,16,50,0,53,22,8
58,44,45,32,50,0,52,37,10
52,65,36,26,50,0,44,22,8
64,44,56,15,50,0,56,22,1
48,58,47,17,50,0,53,74,1
42,71,45,15,50,0,48,22,8
38,37,36,14,50,0,54,22,8
40,40,44,37,50,0,53,25,10
38,56,38,16,50,0,53,22,8
80,79,43,25,50,0,52,22,5
63,65,42,18,50,0,54,27,8
47,40,63,19,50,0,52,32,10
83,94,32,21,50,0,51,22,6
61,76,30,16,50,0,45,41,8
33,38,47,14,50,0,51,47,10
38,67,33,17,50,0,51,22,8
39,33,33,23,50,0,47,22,8
50,63,45,13,50,0,45,32,8
20,60,50,29,50,0,51,22,8
29,26,43,17,50,0,55,30,8
51,46,41,36,50,0,49,22,8
92,66,52,23,50,0,53,22,6
49,56,37,20,50,0,53,22,8
86,78,34,15,50,0,53,22,7
38,44,57,14,50,0,53,52,10
72,73,41,28,50,0,44,22,6
80,73,47,19,50,0,49,22,6
49,55,35,23,50,0,57,22,8
63,71,44,53,50,0,52,22,7
60,68,30,27,50,0,55,22,8
40,43,49,17,50,0,51,36,10
82,63,47,18,50,0,50,22,2
77,68,35,19,50,0,53,43,6
51,59,46,13,50,0,48,22,9
52,46,34,20,50,0,51,25,8
47,50,60,63,50,0,38,16,1
34,24,51,15,50,0,54,40,10
35,29,46,14,50,0,54,66,10
58,67,49,16,50,0,47,28,9
85,85,30,31,50,0,55,42,6
36,48,61,26,50,0,50,16,10
41,25,59,44,50,0,60,69,10
30,37,40,45,50,0,48,41,8
57,59,49,86,50,0,47,22,10
38,40,39,19,50,0,46,62,10
77,74,37,29,50,0,45,22,6
47,38,58,19,50,0,57,22,1
50,61,44,20,50,0,49,22,9
41,45,46,23,50,0,50,70,1
46,62,46,54,50,0,51,27,9
74,75,45,44,50,0,52,22,2
52,53,58,69,50,0,50,22,9
41,47,50,14,50,0,53,37,10
25,40,52,15,50,0,56,28,10
58,56,38,39,50,0,54,57,10
32,29,29,8,50,0,52,22,8
38,48,57,30,50,0,41,11,1
39,58,47,18,50,0,48,22,9
38,47,47,18,50,0,44,26,9
63,57,50,48,50,0,51,22,9
51,45,62,25,50,0,59,22,9
59,67,54,19,50,0,48,60,10
60,61,54,11,50,0,46,22,1
48,61,57,17,50,0,45,22,1
71,50,50,18,50,0,46,22,1
61,48,54,25,50,0,50,22,1
38,32,64,41,50,0,44,11,1
38,40,66,35,50,0,43,11,1
81,62,43,17,50,0,53,22,7
47,43,61,40,50,0,48,47,10
67,57,36,19,50,0,56,22,7
43,40,60,16,50,0,53,39,10
65,54,54,13,50,0,53,22,1